# timestamps [seconds],pts
322070.287577,252366
322070.295553,252889
322070.303395,253402
322070.312816,254020
322070.328384,255040
322070.339812,255789
322070.347669,256304
322070.355769,256835
322070.363804,257361
322070.371675,257877
322070.379859,258414
322070.387875,258939
322070.395816,259459
322070.403567,259967
322070.411839,260509
322070.423693,261286
322070.431694,261811
322070.439818,262343
322070.447666,262857
322070.455637,263380
322070.463616,263903
322070.471798,264439
322070.479596,264950
322070.487580,265473
322070.495512,265993
322070.507535,266781
322070.515706,267316
322070.653720,276361
322070.659974,276771
322070.663772,277020
322070.675755,277805
322070.683850,278336
322070.691597,278843
322070.699528,279363
322070.707574,279890
322070.715773,280428
322070.723699,280947
322070.731716,281472
322070.739733,281998
322070.747974,282538
322070.759732,283308
322070.767616,283825
322070.775703,284355
322070.783589,284872
322070.791544,285393
322070.799587,285920
322070.807591,286445
322070.815667,286974
322070.823791,287507
322070.831676,288023
322070.843811,288819
322070.851764,289340
322070.859761,289864
322070.867747,290387
322070.875809,290916
322070.883728,291435
322070.891582,291949
322070.899513,292469
322070.907566,292997
322070.915665,293528
322070.927633,294312
322070.935500,294827
322070.943718,295366
322070.951725,295891
322070.959677,296412
322070.967637,296934
322070.975637,297458
322070.983591,297979
322070.991678,298509
322070.999690,299034
322071.011658,299818
322071.019829,300354
322071.027880,300882
322071.035822,301402
322071.043607,301912
322071.051668,302441
322071.059800,302973
322071.067768,303496
322071.075799,304022
322071.083744,304543
322071.095598,305319
322071.103444,305834
322071.111481,306360
322071.119540,306888
322071.127803,307430
322071.135516,307935
322071.143719,308473
322071.152676,309060
322071.159766,309525
322071.167683,310044
322071.179767,310835
322071.187741,311358
322071.195886,311892
322071.203775,312409
322071.211785,312934
322071.219620,313447
322071.227879,313988
322071.235663,314499
322071.243695,315025
322071.251754,315553
322071.263661,316333
322071.271688,316860
322071.279579,317377
322071.287471,317894
322071.295514,318421
322071.303439,318940
322071.311484,319468
322071.319585,319998
322071.327639,320526
322071.335514,321042
322071.347471,321826
322071.355758,322369
322071.363822,322898
322071.371583,323406
322071.379838,323947
322071.387877,324474
322071.395737,324989
322071.403595,325504
322071.411893,326048
322071.419618,326554
322071.431671,327344
322071.439640,327866
322071.447534,328384
322071.455709,328919
322071.463773,329448
322071.471641,329963
322071.479653,330489
322071.487628,331011
322071.495538,331530
322071.503499,332051
322071.515841,332860
322071.523770,333380
322071.531699,333899
322071.539662,334421
322071.547579,334940
322071.555828,335481
322071.563676,335995
322071.571715,336522
322071.579881,337057
322071.587801,337576
322071.599627,338351
322071.607600,338874
322071.615645,339401
322071.623720,339930
322071.631704,340453
322071.639596,340970
322071.647639,341497
322071.655557,342016
322071.663697,342550
322071.671643,343071
322071.683783,343866
322071.691620,344380
322071.699502,344896
322071.707490,345420
322071.715616,345952
322071.723601,346476
322071.731806,347013
322071.739641,347527
322071.747743,348058
322071.755806,348586
322071.767640,349362
322071.775517,349878
322071.783618,350409
322071.791664,350936
322071.799594,351456
322071.807604,351981
322071.815554,352502
322071.823632,353031
322071.831715,353561
322071.839605,354078
322071.851815,354878
322071.859855,355405
322071.867687,355918
322071.875733,356446
322071.883686,356967
322071.891481,357478
322071.899576,358008
322071.907586,358533
322071.915570,359056
322071.923837,359598
322071.935526,360364
322071.943857,360910
322071.951762,361428
322071.959918,361963
322071.967623,362468
322071.975646,362993
322071.983761,363525
322071.991513,364033
322071.999736,364572
322072.007517,365082
322072.019616,365875
322072.027814,366412
322072.035781,366934
322072.043686,367452
322072.051804,367984
322072.059608,368496
322072.067615,369021
322072.075787,369556
322072.083657,370072
322072.091503,370586
322072.103536,371375
322072.111561,371901
322072.119597,372427
322072.127574,372950
322072.135573,373474
322072.143853,374017
322072.151725,374533
322072.159711,375056
322072.167734,375582
322072.175588,376097
322072.187669,376888
322072.195694,377414
322072.203821,377947
322072.211702,378463
322072.219480,378973
322072.227676,379510
322072.235674,380034
322072.243577,380552
322072.251532,381074
322072.259598,381602
322072.271556,382386
322072.279551,382910
322072.287461,383428
322072.295433,383951
322072.303498,384479
322072.311519,385005
322072.319481,385527
322072.327800,386072
322072.335521,386578
322072.343659,387111
322072.355566,387891
322072.363612,388419
322072.371506,388936
322072.379607,389467
322072.387741,390000
322072.395857,390532
322072.403769,391050
322072.411579,391562
322072.419719,392096
322072.427641,392615
322072.439838,393414
322072.447767,393934
322072.455607,394448
322072.463851,394988
322072.471582,395495
322072.479742,396029
322072.487478,396536
322072.495492,397062
322072.503621,397594
322072.511433,398106
322072.523688,398909
322072.531680,399433
322072.539640,399955
322072.547636,400479
