# timestamps [seconds],pts
10102.982863,969512
10102.991046,970049
10102.999029,970572
10103.007267,971112
10103.015180,971630
10103.023025,972144
10103.030951,972664
10103.043067,973458
10103.051011,973979
10103.059121,974510
10103.066967,975024
10103.075240,975566
10103.083054,976078
10103.091029,976601
10103.099166,977134
10103.107106,977655
10103.115042,978175
10103.127312,978979
10103.134964,979480
10103.142999,980007
10103.150831,980520
10103.159212,981069
10103.166907,981574
10103.174871,982096
10103.182882,982621
10103.191025,983154
10103.199068,983681
10103.211134,984472
10103.219160,984998
10103.226940,985508
10103.235227,986051
10103.243200,986574
10103.251204,987098
10103.259083,987615
10103.267197,988146
10103.275137,988667
10103.283132,989191
10103.295088,989974
10103.303221,990507
10103.310957,991014
10103.318923,991536
10103.327245,992082
10103.335038,992592
10103.343224,993129
10103.350901,993632
10103.359323,994184
10103.366888,994680
10103.378899,995467
10103.386968,995995
10103.395120,996530
10103.403101,997053
10103.411396,997596
10103.419237,998110
10103.427122,998627
10103.434941,999139
10103.443221,999682
10103.451109,1000199
10103.462986,1000977
10103.471341,1001525
10103.479131,1002035
10103.487383,1002576
10103.495154,1003085
10103.503044,1003603
10103.511165,1004135
10103.519704,1004694
10103.533288,1005585
10103.539718,1006006
10103.547050,1006486
10103.554968,1007005
10103.563068,1007536
10103.570841,1008046
10103.579144,1008590
10103.587167,1009116
10103.595107,1009636
10103.603275,1010171
10103.611163,1010688
10103.619217,1011216
10103.631218,1012002
10103.639001,1012512
10103.647018,1013038
10103.655222,1013575
10103.662978,1014084
10103.671215,1014624
10103.679014,1015135
10103.686985,1015657
10103.695227,1016197
10103.703204,1016720
10103.715174,1017504
10103.722897,1018011
10103.730891,1018534
10103.739201,1019079
10103.746837,1019579
10103.754923,1020109
10103.762885,1020631
10103.770825,1021152
10103.778879,1021679
10103.787016,1022213
10103.798948,1022995
10103.807111,1023530
10103.815050,1024050
10103.823230,1024586
10103.830926,1025090
10103.839444,1025648
10103.847154,1026154
10103.855017,1026669
10103.863215,1027206
10103.871035,1027719
10103.883100,1028509
10103.891165,1029038
10103.898942,1029548
10103.907218,1030090
10103.915110,1030607
10103.922924,1031119
10103.930974,1031647
10103.939096,1032179
10103.946824,1032686
10103.954921,1033216
10103.966918,1034002
10103.974844,1034522
10103.982926,1035052
10103.991056,1035584
10103.998989,1036104
10104.007228,1036644
10104.015021,1037155
10104.023097,1037684
10104.031020,1038203
10104.039169,1038737
10104.051248,1039529
10104.059150,1040047
10104.066966,1040559
10104.074980,1041084
10104.083252,1041626
10104.091015,1042135
10104.099067,1042663
10104.107122,1043191
10104.115047,1043710
10104.122882,1044224
10104.135380,1045043
10104.142971,1045540
10104.150855,1046057
10104.159219,1046605
10104.166789,1047101
10104.174912,1047633
10104.182924,1048158
10104.191231,1048703
10104.199166,1049223
10104.207036,1049739
10104.219251,1050539
10104.227114,1051054
10104.235402,1051598
10104.243093,1052102
10104.251006,1052620
10104.259035,1053146
10104.266984,1053667
10104.275068,1054197
10104.283008,1054717
10104.291039,1055244
10104.303010,1056028
10104.311018,1056553
10104.318977,1057075
10104.327046,1057603
10104.335219,1058139
10104.343015,1058650
10104.350925,1059168
10104.359267,1059715
10104.366959,1060219
10104.374971,1060744
10104.387054,1061536
10104.395073,1062062
10104.402994,1062581
10104.411061,1063109
10104.419039,1063632
10104.427219,1064168
10104.435232,1064693
10104.443045,1065205
10104.451037,1065729
10104.459098,1066257
10104.471303,1067057
10104.479087,1067567
10104.487067,1068090
10104.495059,1068614
10104.503231,1069150
10104.511000,1069659
10104.518838,1070173
10104.527036,1070710
10104.534928,1071227
10104.543137,1071765
10104.554973,1072541
10104.562938,1073063
10104.571057,1073595
10104.578794,1074102
10104.587058,1074643
10104.595056,1075168
10104.603143,1075697
10104.610954,1076209
10104.619165,1076747
10104.627222,1077276
10104.639145,1078057
10104.647101,1078578
10104.654977,1079094
10104.663181,1079632
10104.670895,1080138
10104.679067,1080673
10104.687107,1081200
10104.695003,1081718
10104.703236,1082257
10104.711173,1082777
10104.722870,1083544
10104.730842,1084066
10104.739177,1084612
10104.746856,1085116
10104.754878,1085641
10104.762899,1086167
10104.770872,1086690
10104.778823,1087211
10104.787162,1087757
10104.795235,1088286
10104.807165,1089068
10104.814939,1089578
10104.823024,1090107
10104.831063,1090634
10104.839165,1091165
10104.847115,1091686
10104.854919,1092198
10104.863046,1092730
10104.871102,1093258
10104.879145,1093785
